key,name,smiles,mpC,csid,link,source,count,min,max,range
5875,5-chlorosalicylaldehyde,c1cc(c(cc1Cl)C=O)O,101,11971,http://www.alfa.com/en/GP100W.pgm?DSSTK=A14069,Alfa Aesar,2,100.3,101,0.7
4809,4-bromodiphenyl ether,c1ccc(cc1)Oc2ccc(cc2)Br,18,7284,http://www.alfa.com/en/GP100W.pgm?DSSTK=L01473,Alfa Aesar,2,18,18.72,0.72
621,"1,3,5-trioxane",C1OCOCO1,61,7790,http://www.alfa.com/en/GP100W.pgm?DSSTK=A15639,Alfa Aesar,2,60.2,61,0.8
19436,4-heptanol,CCCC(O)CCC,-41.2,11029,http://www.srcinc.com/what-we-do/product.aspx?id=133,PHYSPROP,2,-42,-41.2,0.8
1665,"2,5-dimethylfuran",Cc1ccc(o1)C,-62,11763,http://www.alfa.com/en/GP100W.pgm?DSSTK=A12833,Alfa Aesar,2,-62.8,-62,0.8
15950,"N,N-Diethylaniline",CCN(CC)c1ccccc1,-38,6794,http://msds.chem.ox.ac.uk/,academic website,4,-38.8,-38,0.8
14505,1-bromonaphthalene,Brc2cccc1ccccc12,-1,6735,http://www.amazon.com/dp/B003XEQTLE,Aldrich Chemical Company; Aldrich Catalog-Handbook of Fine Chemicals; Milwaukee; WI; 1984.,3,-1.8,-1,0.8
6667,cis-4-methylcyclohexanol,C[C@H]1CC[C@H](CC1)O,-10,10179026,http://www.alfa.com/en/GP100W.pgm?DSSTK=B20792,Alfa Aesar,2,-10,-9.2,0.8
4447,"4',5,7-trihydroxyflavanone",c1cc(ccc1C2CC(=O)c3c(cc(cc3O2)O)O)O,250,907,http://www.alfa.com/en/GP100W.pgm?DSSTK=L09834,Alfa Aesar,2,250,251,1
16047,Oxosulfane oxide,O=S=O,-73,1087,http://msds.chem.ox.ac.uk/,academic website,2,-73,-72,1
15223,"2-Amino-2-methylpropane-1,3-diol",CC(N)(CO)CO,111,1477,http://msds.chem.ox.ac.uk/,academic website,2,110,111,1
15428,4-{4-[Bis(2-chloroethyl)amino]phenyl}butanoic acid,O=C(O)CCCc1ccc(cc1)N(CCCl)CCCl,64,2607,http://msds.chem.ox.ac.uk/,academic website,2,64,65,1
5669,"5,7-dimethoxycoumarin",COc1cc2c(ccc(=O)o2)c(c1)OC,148,2673,http://www.alfa.com/en/GP100W.pgm?DSSTK=B23226,Alfa Aesar,2,148,149,1
8803,delavirdine,CC(C)Nc1cccnc1N2CCN(CC2)C(=O)c4cc3cc(NS(C)(=O)=O)ccc3[nH]4,226,5423,http://dx.doi.org/10.1021/ci020280x,Bergstrom C. A. S.; Norinder U.; Luthman K.; Artursson P. Molecular Descriptors Influencing Melting Point and Their Role in Classification of Solid Drugs. J. Chem. Inf. Comput. Sci.; (Article); 2003; 43(4); 1177-1249,2,226,227,1
8743,acedapsone,CC(=O)Nc1ccc(cc1)S(=O)(=O)c2ccc(NC(C)=O)cc2,289,6232,http://dx.doi.org/10.1021/ci020280x,Bergstrom C. A. S.; Norinder U.; Luthman K.; Artursson P. Molecular Descriptors Influencing Melting Point and Their Role in Classification of Solid Drugs. J. Chem. Inf. Comput. Sci.; (Article); 2003; 43(4); 1177-1189,2,289,290,1
410,"1,8-naphthalic anhydride",c1cc2cccc3c2c(c1)C(=O)OC3=O,271,6438,http://www.alfa.com/en/GP100W.pgm?DSSTK=A13519,Alfa Aesar,2,270,271,1
7854,"N,N-dimethyl-4-nitroaniline",CN(C)c1ccc(cc1)[N+](=O)[O-],165,7210,http://www.alfa.com/en/GP100W.pgm?DSSTK=L00404,Alfa Aesar,2,164,165,1
3298,"3,4-dichlorophenyl isocyanate",c1cc(c(cc1N=C=O)Cl)Cl,42,7325,http://www.alfa.com/en/GP100W.pgm?DSSTK=A16298,Alfa Aesar,2,42,43,1
4080,3-methyl-2-pyrazolin-5-one,CC1=NNC(=O)C1,222,7632,http://www.alfa.com/en/GP100W.pgm?DSSTK=A10253,Alfa Aesar,2,221,222,1
213,1-dodecanethiol,CCCCCCCCCCCCS,-7,7903,http://www.alfa.com/en/GP100W.pgm?DSSTK=A12741,Alfa Aesar,2,-8,-7,1
15112,"2,2,2-Trichloro-1,1-bis(4-chlorophenyl)ethanol",OC(c1ccc(Cl)cc1)(c2ccc(Cl)cc2)C(Cl)(Cl)Cl,78.5,7970,http://msds.chem.ox.ac.uk/,academic website,2,77.5,78.5,1
2737,2-hydroxybenzophenone,c1ccc(cc1)C(=O)c2ccccc2O,39,8045,http://www.alfa.com/en/GP100W.pgm?DSSTK=L11100,Alfa Aesar,2,39,40,1
5535,4-phenoxyaniline,c1ccc(cc1)Oc2ccc(cc2)N,84,8434,http://www.alfa.com/en/GP100W.pgm?DSSTK=A16048,Alfa Aesar,2,83,84,1
6197,7-azaindole,c1cc2cc[nH]c2nc1,105,8867,http://www.alfa.com/en/GP100W.pgm?DSSTK=L07983,Alfa Aesar,2,105,106,1
8830,glymidine,COCCOc2cnc(NS(=O)(=O)c1ccccc1)nc2,152,9190,http://dx.doi.org/10.1021/ci020280x,Bergstrom C. A. S.; Norinder U.; Luthman K.; Artursson P. Molecular Descriptors Influencing Melting Point and Their Role in Classification of Solid Drugs. J. Chem. Inf. Comput. Sci.; (Article); 2003; 43(4); 1177-1276,2,152,153,1
6687,cyanoacetic acid,C(C#N)C(=O)O,67,9357,http://www.alfa.com/en/GP100W.pgm?DSSTK=A11045,Alfa Aesar,2,66,67,1
3958,3-fluorobenzoic acid,c1cc(cc(c1)F)C(=O)O,123,9574,http://www.alfa.com/en/GP100W.pgm?DSSTK=A16511,Alfa Aesar,2,123,124,1
8230,pentafluorobenzoic acid,c1(c(c(c(c(c1F)F)F)F)F)C(=O)O,102,11277,http://www.alfa.com/en/GP100W.pgm?DSSTK=A12396,Alfa Aesar,2,101,102,1
1548,"2,4-dinitrobenzoic acid",c1cc(c(cc1[N+](=O)[O-])[N+](=O)[O-])C(=O)O,181,11387,http://www.alfa.com/en/GP100W.pgm?DSSTK=A14536,Alfa Aesar,2,181,182,1
3057,2-pyrrolidinone,C1CC(=O)NC1,24,11530,http://www.alfa.com/en/GP100W.pgm?DSSTK=A15332,Alfa Aesar,2,23,24,1
4094,3-methyladipic acid,CC(CCC(=O)O)CC(=O)O,100,11789,http://www.alfa.com/en/GP100W.pgm?DSSTK=B21387,Alfa Aesar,2,100,101,1
3078,2-vinylnaphthalene,C=Cc1ccc2ccccc2c1,65,12675,http://www.alfa.com/en/GP100W.pgm?DSSTK=A12470,Alfa Aesar,2,65,66,1
8233,pentafluorophenylhydrazine,c1(c(c(c(c(c1F)F)F)F)F)NN,76,12681,http://www.alfa.com/en/GP100W.pgm?DSSTK=A13302,Alfa Aesar,2,75,76,1
14327,cyclododecanone,O=C1CCCCCCCCCCC1,60,12690,http://www.amazon.com/dp/B003XEQTLE,Aldrich Chemical Company; Aldrich Catalog-Handbook of Fine Chemicals; Milwaukee; WI; 1984.,2,60,61,1
3045,2-picoline n-oxide,Cc1cccc[n+]1[O-],48,13013,http://www.alfa.com/en/GP100W.pgm?DSSTK=L04488,Alfa Aesar,2,48,49,1
9014,zolimidine,CS(=O)(=O)c1ccc(cc1)c3cn2ccccc2n3,242,13985,http://dx.doi.org/10.1021/ci020280x,Bergstrom C. A. S.; Norinder U.; Luthman K.; Artursson P. Molecular Descriptors Influencing Melting Point and Their Role in Classification of Solid Drugs. J. Chem. Inf. Comput. Sci.; (Article); 2003; 43(4); 1177-1460,2,242,243,1
6979,diphenylphosphinic acid,c1ccc(cc1)P(=O)(c2ccccc2)O,195,14810,http://www.alfa.com/en/GP100W.pgm?DSSTK=A11563,Alfa Aesar,2,194,195,1
14192,2-chlorophenylacetic_acid,Clc1ccccc1CC(=O)O,95,16208,http://www.amazon.com/dp/B003XEQTLE,Aldrich Chemical Company; Aldrich Catalog-Handbook of Fine Chemicals; Milwaukee; WI; 1984.,2,95,96,1
3438,"3,5-dichloropyridine",c1c(cncc1Cl)Cl,65,16237,http://www.alfa.com/en/GP100W.pgm?DSSTK=L03380,Alfa Aesar,2,65,66,1
7201,ethyl picolinate,CCOC(=O)c1ccccn1,2,16377,http://www.alfa.com/en/GP100W.pgm?DSSTK=A13973,Alfa Aesar,2,1,2,1
5211,4-hydroxy-3-nitrobenzaldehyde,c1cc(c(cc1C=O)[N+](=O)[O-])O,142,17162,http://www.alfa.com/en/GP100W.pgm?DSSTK=A17972,Alfa Aesar,2,141,142,1
5187,4-hydroxy-1-methylpiperidine,CN1CCC(CC1)O,28,59438,http://www.alfa.com/en/GP100W.pgm?DSSTK=L06415,Alfa Aesar,2,28,29,1
6060,6-aminobenzothiazole,c1cc2c(cc1N)scn2,88,61585,http://www.alfa.com/en/GP100W.pgm?DSSTK=A12601,Alfa Aesar,2,87,88,1
2253,2-butynoic acid,CC#CC(=O)O,77,61810,http://www.alfa.com/en/GP100W.pgm?DSSTK=A15542,Alfa Aesar,2,77,78,1
1067,2-(trifluoromethyl)benzophenone,c1ccc(cc1)C(=O)c2ccccc2C(F)(F)F,60,62963,http://www.alfa.com/en/GP100W.pgm?DSSTK=B20221,Alfa Aesar,2,60,61,1
2846,2-methoxyhydroquinone,COc1cc(ccc1O)O,89,63180,http://www.alfa.com/en/GP100W.pgm?DSSTK=A12847,Alfa Aesar,2,89,90,1
564,"1,3-dimethyluracil",Cn1ccc(=O)n(c1=O)C,121,63310,http://www.alfa.com/en/GP100W.pgm?DSSTK=L19664,Alfa Aesar,2,120,121,1
5411,4-methylphenoxyacetic acid,Cc1ccc(cc1)OCC(=O)O,140,63512,http://www.alfa.com/en/GP100W.pgm?DSSTK=A13230,Alfa Aesar,2,140,141,1
13805,"2,5-dihydroxybenzaldehyde",O=Cc1cc(O)ccc1O,98,64111,http://www.amazon.com/dp/B003XEQTLE,Aldrich Chemical Company; Aldrich Catalog-Handbook of Fine Chemicals; Milwaukee; WI; 1984.,2,98,99,1
23713,"propanoic acid, 2-(2-chlorophenoxy)-",Clc1ccccc1OC(C)C(=O)O,114,65694,http://www.srcinc.com/what-we-do/product.aspx?id=133,PHYSPROP,2,113,114,1
4353,4-(trifluoromethyl)benzamide,c1cc(ccc1C(=O)N)C(F)(F)F,184,67257,http://www.alfa.com/en/GP100W.pgm?DSSTK=A12746,Alfa Aesar,2,184,185,1
5262,4-iodobenzonitrile,c1cc(ccc1C#N)I,126,68939,http://www.alfa.com/en/GP100W.pgm?DSSTK=B25104,Alfa Aesar,2,125,126,1
2452,2-chlorobenzhydrazide,c1ccc(c(c1)C(=O)NN)Cl,118,72174,http://www.alfa.com/en/GP100W.pgm?DSSTK=A11361,Alfa Aesar,2,118,119,1
6113,6-chloroindole,c1cc(cc2c1cc[nH]2)Cl,89,78578,http://www.alfa.com/en/GP100W.pgm?DSSTK=B23650,Alfa Aesar,2,89,90,1
2746,2-hydroxyoctanoic acid,CCCCCCC(C(=O)O)O,69,84994,http://www.alfa.com/en/GP100W.pgm?DSSTK=L02314,Alfa Aesar,2,69,70,1
27527,"2-Methyl-3,5-dinitrobenzoic acid",CC1=C(C=C(C=C1[N+](=O)[O-])[N+](=O)[O-])C(=O)O,206,89258,http://dx.doi.org/10.1016/j.chemosphere.2013.10.095,Abraham M.H. and Acree Jr. W.E. The solubility of liquid and solid compounds in dry octan-1-ol. Chemosphere (2013),2,205,206,1
5528,4-n-propylbenzoic acid,CCCc1ccc(cc1)C(=O)O,142,121262,http://www.alfa.com/en/GP100W.pgm?DSSTK=A14538,Alfa Aesar,2,142,143,1
5269,4-iodophenetole,CCOc1ccc(cc1)I,28,191427,http://www.alfa.com/en/GP100W.pgm?DSSTK=B21644,Alfa Aesar,2,28,29,1
5959,5-methoxybenzofuroxan,COc1ccc2c(c1)no[n+]2[O-],117,284177,http://www.alfa.com/en/GP100W.pgm?DSSTK=A13822,Alfa Aesar,2,117,118,1
14335,p-chlorocinnamic acid,Clc1ccc(/C=C/C(=O)O)cc1,248,553383,http://www.amazon.com/dp/B003XEQTLE,Aldrich Chemical Company; Aldrich Catalog-Handbook of Fine Chemicals; Milwaukee; WI; 1984.,2,248,249,1
8397,rhodanine,C1C(=O)NC(=S)S1,169,1013337,http://www.alfa.com/en/GP100W.pgm?DSSTK=A18293,Alfa Aesar,2,169,170,1
14830,(6E)-N-(4-Hydroxy-3-methoxybenzyl)-8-methylnon-6-enamide,Oc1ccc(cc1OC)CNC(=O)CCCC/C=C/C(C)C,66,1265957,http://msds.chem.ox.ac.uk/,academic website,2,65,66,1
8573,trans-3-hexenoic acid,CC/C=C/CC(=O)O,11,4445835,http://www.alfa.com/en/GP100W.pgm?DSSTK=A13428,Alfa Aesar,2,11,12,1
15774,D-Ribitol,O[C@@H](CO)[C@H](O)[C@H](O)CO,102,10254628,http://msds.chem.ox.ac.uk/,academic website,2,102,103,1
2903,2'-methylacetanilide,Cc1ccccc1NC(=O)C,111,10298354,http://www.alfa.com/en/GP100W.pgm?DSSTK=A13235,Alfa Aesar,2,110,111,1
6678,coumarin,c1ccc2c(c1)ccc(=O)o2,70,13848793,http://www.alfa.com/en/GP100W.pgm?DSSTK=A15336,Alfa Aesar,2,70,71,1
579,"1,3-dichloroacetone",C(C(=O)CCl)Cl,44,21106513,http://www.alfa.com/en/GP100W.pgm?DSSTK=22302,Alfa Aesar,2,44,45,1
4054,3'-methoxyacetophenone,CC(=O)c1cccc(c1)OC,-7,21111758,http://www.alfa.com/en/GP100W.pgm?DSSTK=A15604,Alfa Aesar,2,-8,-7,1
13827,4-methyl_benzyl_chloride,Cc1ccc(CCl)cc1,4,21111850,http://www.amazon.com/dp/B003XEQTLE,Aldrich Chemical Company; Aldrich Catalog-Handbook of Fine Chemicals; Milwaukee; WI; 1984.,2,4,5,1
14043,4-chloro-o-anisidine,Nc1ccc(Cl)cc1OC,51,21159424,http://www.amazon.com/dp/B003XEQTLE,Aldrich Chemical Company; Aldrich Catalog-Handbook of Fine Chemicals; Milwaukee; WI; 1984.,2,51,52,1
4659,4-benzylphenol,c1ccc(cc1)Cc2ccc(cc2)O,83,21159439,http://www.alfa.com/en/GP100W.pgm?DSSTK=B22538,Alfa Aesar,2,83,84,1
85,1-octanol,CCCCCCCCO,-16,932,http://www.alfa.com/en/GP100W.pgm?DSSTK=A15977,Alfa Aesar,3,-16,-15,1
8791,celiprolol,CCN(CC)C(=O)Nc1ccc(OCC(O)CNC(C)(C)C)c(c1)C(C)=O,110,2563,http://dx.doi.org/10.1021/ci020280x,Bergstrom C. A. S.; Norinder U.; Luthman K.; Artursson P. Molecular Descriptors Influencing Melting Point and Their Role in Classification of Solid Drugs. J. Chem. Inf. Comput. Sci.; (Article); 2003; 43(4); 1177-1237,3,110,111,1
8831,griseofulvin,COC1=CC(=O)CC(C)C13Oc2c(Cl)c(OC)cc(OC)c2C3=O,219,3392,http://dx.doi.org/10.1021/ci020280x,Bergstrom C. A. S.; Norinder U.; Luthman K.; Artursson P. Molecular Descriptors Influencing Melting Point and Their Role in Classification of Solid Drugs. J. Chem. Inf. Comput. Sci.; (Article); 2003; 43(4); 1177-1277,3,219,220,1
3369,"3,5,5-trimethyloxazolidine-2,4-dione",CC1(C(=O)N(C(=O)O1)C)C,47,5374,http://www.alfa.com/en/GP100W.pgm?DSSTK=B24362,Alfa Aesar,3,46,47,1
15724,Diethyl sulfate,O=S(=O)(OCC)OCC,-24,5931,http://msds.chem.ox.ac.uk/,academic website,3,-25,-24,1
16009,N-Methylacetamide,CC(=O)NC,27,6334,http://msds.chem.ox.ac.uk/,academic website,3,27,28,1
15622,Biphenyl-4-amine,Nc1ccc(cc1)c2ccccc2,53,6835,http://msds.chem.ox.ac.uk/,academic website,3,53,54,1
720,"1,2,3-trichloropropane",C(C(CCl)Cl)Cl,-14,7013,http://www.alfa.com/en/GP100W.pgm?DSSTK=L04312,Alfa Aesar,3,-15,-14,1
7715,methylcyclopentane,CC1CCCC1,-143,7024,http://www.alfa.com/en/GP100W.pgm?DSSTK=L03988,Alfa Aesar,3,-143,-142,1
14166,p-dinitrobenzene,O=[N+]([O-])c1ccc(cc1)[N+]([O-])=O,173,7211,http://www.amazon.com/dp/B003XEQTLE,Aldrich Chemical Company; Aldrich Catalog-Handbook of Fine Chemicals; Milwaukee; WI; 1984.,3,173,174,1
170,1-hexanethiol,CCCCCCS,-81,7815,http://www.alfa.com/en/GP100W.pgm?DSSTK=L09659,Alfa Aesar,3,-81,-80,1
14546,1-tetradecanol,CCCCCCCCCCCCCCO,40,7917,http://www.amazon.com/dp/B003XEQTLE,Aldrich Chemical Company; Aldrich Catalog-Handbook of Fine Chemicals; Milwaukee; WI; 1984.,3,39,40,1
15019,1-Chloropropane,CCCCl,-122,10437,http://msds.chem.ox.ac.uk/,academic website,3,-123,-122,1
15174,"2,4-Dinitro-1-naphthol",[O-][N+](=O)c1cc([N+]([O-])=O)c(O)c2ccccc12,131.5,11309,http://msds.chem.ox.ac.uk/,academic website,3,131,132,1
15264,"2-Hydroxy-3,5-dinitrobenzoic acid",O=[N+]([O-])c1cc(cc(C(=O)O)c1O)[N+]([O-])=O,170.5,11380,http://msds.chem.ox.ac.uk/,academic website,3,170,171,1
3748,3-carboxybenzaldehyde,c1cc(cc(c1)C(=O)O)C=O,174,11580,http://www.alfa.com/en/GP100W.pgm?DSSTK=B21277,Alfa Aesar,3,174,175,1
13518,4-aminobenzonitrile,N#Cc1ccc(N)cc1,84,12822,http://www.amazon.com/dp/B003XEQTLE,Aldrich Chemical Company; Aldrich Catalog-Handbook of Fine Chemicals; Milwaukee; WI; 1984.,3,84,85,1
15966,"N,N-Dimethylpyridin-4-amine",CN(C)c1ccncc1,111,13646,http://msds.chem.ox.ac.uk/,academic website,3,111,112,1
15903,Methyl 4-formylbenzoate,COC(=O)c1ccc(cc1)C=O,61,14559,http://msds.chem.ox.ac.uk/,academic website,3,60,61,1
6538,bis(2-hydroxyethyl) disulfide,C(CSSCCO)O,25,15117,http://www.alfa.com/en/GP100W.pgm?DSSTK=L11800,Alfa Aesar,3,25,26,1
8945,halazepam,FC(F)(F)CN2C(=O)CN=C(c1ccccc1)c3cc(Cl)ccc23,164,29343,http://dx.doi.org/10.1021/ci020280x,Bergstrom C. A. S.; Norinder U.; Luthman K.; Artursson P. Molecular Descriptors Influencing Melting Point and Their Role in Classification of Solid Drugs. J. Chem. Inf. Comput. Sci.; (Article); 2003; 43(4); 1177-1391,3,164,165,1
8773,bamipine,CN1CCC(CC1)N(Cc2ccccc2)c3ccccc3,114,65061,http://dx.doi.org/10.1021/ci020280x,Bergstrom C. A. S.; Norinder U.; Luthman K.; Artursson P. Molecular Descriptors Influencing Melting Point and Their Role in Classification of Solid Drugs. J. Chem. Inf. Comput. Sci.; (Article); 2003; 43(4); 1177-1219,3,114,115,1
8916,vinylbital,CCCC(C)C1(C=C)C(=O)NC(=O)NC1=O,90,65109,http://dx.doi.org/10.1021/ci020280x,Bergstrom C. A. S.; Norinder U.; Luthman K.; Artursson P. Molecular Descriptors Influencing Melting Point and Their Role in Classification of Solid Drugs. J. Chem. Inf. Comput. Sci.; (Article); 2003; 43(4); 1177-1362,3,90,91,1
14841,(Pentafluorophenyl)(phenyl)methanone,Fc1c(c(F)c(F)c(F)c1F)C(=O)c2ccccc2,37.5,66396,http://msds.chem.ox.ac.uk/,academic website,3,37,38,1
13779,p-aminobenzamide,O=C(N)c1ccc(N)cc1,182,68568,http://www.amazon.com/dp/B003XEQTLE,Aldrich Chemical Company; Aldrich Catalog-Handbook of Fine Chemicals; Milwaukee; WI; 1984.,3,182,183,1
14477,o-bromobenzamide,O=C(N)c1ccccc1Br,160,70021,http://www.amazon.com/dp/B003XEQTLE,Aldrich Chemical Company; Aldrich Catalog-Handbook of Fine Chemicals; Milwaukee; WI; 1984.,3,160,161,1
7657,methyl carbazate,COC(=O)NN,72,72718,http://www.alfa.com/en/GP100W.pgm?DSSTK=A14548,Alfa Aesar,3,72,73,1
13965,m-methoxybenzamide,COc1cc(ccc1)C(N)=O,133,88942,http://www.amazon.com/dp/B003XEQTLE,Aldrich Chemical Company; Aldrich Catalog-Handbook of Fine Chemicals; Milwaukee; WI; 1984.,3,133,134,1
8907,thialbarbital,C=CCC2(C1CCCC=C1)C(=O)NC(=S)NC2=O,148,2297316,http://dx.doi.org/10.1021/ci020280x,Bergstrom C. A. S.; Norinder U.; Luthman K.; Artursson P. Molecular Descriptors Influencing Melting Point and Their Role in Classification of Solid Drugs. J. Chem. Inf. Comput. Sci.; (Article); 2003; 43(4); 1177-1353,3,148,149,1
28460,Piroxicam,O=C\2c1c(cccc1)S(=O)(=O)N(C/2=C(\O)Nc3ncccc3)C,198,4444107,http://dx.doi.org/10.1016/j.chemosphere.2013.10.095,Abraham M.H. and Acree Jr. W.E. The solubility of liquid and solid compounds in dry octan-1-ol. Chemosphere (2013),3,198,199,1
15111,"2,2',2''-Nitrilotriethanol",OCCN(CCO)CCO,19.5,13835630,http://msds.chem.ox.ac.uk/,academic website,3,19.5,20.5,1
13177,"1,3-propanediol",OCCCO,-27,13839553,http://www.amazon.com/dp/B003XEQTLE,Aldrich Chemical Company; Aldrich Catalog-Handbook of Fine Chemicals; Milwaukee; WI; 1984.,3,-27,-26,1
14228,diethyl_succinate,O=C(CCC(=O)OCC)OCC,-20,13865630,http://www.amazon.com/dp/B003XEQTLE,Aldrich Chemical Company; Aldrich Catalog-Handbook of Fine Chemicals; Milwaukee; WI; 1984.,3,-21,-20,1
14473,"4-bromo-n,n-dimethylaniline",CN(C)c1ccc(Br)cc1,55,13873600,http://www.amazon.com/dp/B003XEQTLE,Aldrich Chemical Company; Aldrich Catalog-Handbook of Fine Chemicals; Milwaukee; WI; 1984.,3,54,55,1
14231,"3,4-dichlorobenzaldehyde",Clc1ccc(C=O)cc1Cl,44,21106577,http://www.amazon.com/dp/B003XEQTLE,Aldrich Chemical Company; Aldrich Catalog-Handbook of Fine Chemicals; Milwaukee; WI; 1984.,3,43,44,1
14133,methyl_4-methoxybenzoate,COc1ccc(cc1)C(=O)OC,50,21108577,http://www.amazon.com/dp/B003XEQTLE,Aldrich Chemical Company; Aldrich Catalog-Handbook of Fine Chemicals; Milwaukee; WI; 1984.,3,49,50,1
7122,ethyl 4-methoxybenzoate,CCOC(=O)c1ccc(cc1)OC,8,21159425,http://www.alfa.com/en/GP100W.pgm?DSSTK=A14008,Alfa Aesar,3,7,8,1
14691,"1,4-dichloro-2-iodobenzene",Clc1ccc(Cl)c(I)c1,21,21171496,http://www.amazon.com/dp/B003XEQTLE,Aldrich Chemical Company; Aldrich Catalog-Handbook of Fine Chemicals; Milwaukee; WI; 1984.,3,21,22,1
14490,p-bromonitrobenzene,O=[N+]([O-])c1ccc(Br)cc1,126,21171513,http://www.amazon.com/dp/B003XEQTLE,Aldrich Chemical Company; Aldrich Catalog-Handbook of Fine Chemicals; Milwaukee; WI; 1984.,3,126,127,1
15670,Citric acid,OC(=O)CC(O)(CC(O)=O)C(=O)O,153,305,http://msds.chem.ox.ac.uk/,academic website,4,153,154,1
15958,"N,N-Dimethylaniline",CN(C)c1ccccc1,2,924,http://msds.chem.ox.ac.uk/,academic website,4,2,3,1
16154,Thymine,CC1=CNC(=O)NC1=O,316.5,1103,http://msds.chem.ox.ac.uk/,academic website,4,316,317,1
15125,"2,2-Dichloro-1,1-difluoroethyl methyl ether",ClC(Cl)C(F)(F)OC,-35,3973,http://msds.chem.ox.ac.uk/,academic website,4,-36,-35,1
16060,Pentan-1-ol,CCCCCO,-78,6040,http://msds.chem.ox.ac.uk/,academic website,4,-79,-78,1
15304,2-Methylpropan-2-ol,CC(C)(C)O,25,6146,http://msds.chem.ox.ac.uk/,academic website,4,25,26,1
14948,"1,3-Dimethyl-2-nitrobenzene",Cc1cccc(C)c1[N+](=O)[O-],15,6420,http://msds.chem.ox.ac.uk/,academic website,4,15,16,1
16004,Nitrobenzene,[O-][N+](=O)c1ccccc1,5,7138,http://msds.chem.ox.ac.uk/,academic website,4,5,6,1
15290,2-Methylbut-1-ene,C=C(C)CC,-137,10766,http://msds.chem.ox.ac.uk/,academic website,4,-138,-137,1
8764,aminorex,NC1=NCC(O1)c2ccccc2,136,15767,http://dx.doi.org/10.1021/ci020280x,Bergstrom C. A. S.; Norinder U.; Luthman K.; Artursson P. Molecular Descriptors Influencing Melting Point and Their Role in Classification of Solid Drugs. J. Chem. Inf. Comput. Sci.; (Article); 2003; 43(4); 1177-1210,4,136,137,1
15745,Dimethyl terephthalate,COC(=O)c1ccc(cc1)C(=O)OC,141,13863300,http://msds.chem.ox.ac.uk/,academic website,4,141,142,1
15641,Butan-1-ol,CCCCO,-89,258,http://msds.chem.ox.ac.uk/,academic website,5,-90,-89,1
8926,amobarbital,CCC1(CCC(C)C)C(=O)NC(=O)NC1=O,156,2079,http://dx.doi.org/10.1021/ci020280x,Bergstrom C. A. S.; Norinder U.; Luthman K.; Artursson P. Molecular Descriptors Influencing Melting Point and Their Role in Classification of Solid Drugs. J. Chem. Inf. Comput. Sci.; (Article); 2003; 43(4); 1177-1372,5,156,157,1
16091,Propiononitrile,CCC#N,-92,7566,http://msds.chem.ox.ac.uk/,academic website,5,-93,-92,1
8870,omeprazole,COc2ccc1[nH]c(nc1c2)S(=O)Cc3ncc(C)c(OC)c3C,156,4433,http://dx.doi.org/10.1021/ci020280x,Bergstrom C. A. S.; Norinder U.; Luthman K.; Artursson P. Molecular Descriptors Influencing Melting Point and Their Role in Classification of Solid Drugs. J. Chem. Inf. Comput. Sci.; (Article); 2003; 43(4); 1177-1316,6,155,156,1
28091,Ethyl 4-hydroxybenzoate,CCOC(=O)C1=CC=C(C=C1)O,116,13846749,http://dx.doi.org/10.1016/j.chemosphere.2013.10.095,Abraham M.H. and Acree Jr. W.E. The solubility of liquid and solid compounds in dry octan-1-ol. Chemosphere (2013),6,116,117,1
27481,"1,4-Dibromobenzene",C1=CC(=CC=C1Br)Br,88,13868640,http://dx.doi.org/10.1016/j.chemosphere.2013.10.095,Abraham M.H. and Acree Jr. W.E. The solubility of liquid and solid compounds in dry octan-1-ol. Chemosphere (2013),8,87,88,1
15595,Benzene,c1ccccc1,5.5,236,http://msds.chem.ox.ac.uk/,academic website,9,5,6,1
27743,Acetanilide,CC(=O)NC1=CC=CC=C1,114,880,http://dx.doi.org/10.1016/j.chemosphere.2013.10.095,Abraham M.H. and Acree Jr. W.E. The solubility of liquid and solid compounds in dry octan-1-ol. Chemosphere (2013),9,114,115,1
4074,3-methyl-2-butanone,CC(C)C(=O)C,-92,10777,http://www.alfa.com/en/GP100W.pgm?DSSTK=B24527,Alfa Aesar,3,-93.1,-92,1.1
15612,Benzophenone,O=C(c1ccccc1)c2ccccc2,48,2991,http://msds.chem.ox.ac.uk/,academic website,5,47.9,49,1.1
178,1-heptene,CCCCCC=C,-119,11121,http://www.alfa.com/en/GP100W.pgm?DSSTK=L11487,Alfa Aesar,4,-120.15,-119,1.15
5145,4-fluoroaniline,c1cc(ccc1N)F,-2,9349,http://www.alfa.com/en/GP100W.pgm?DSSTK=A15597,Alfa Aesar,2,-2,-0.8,1.2
3012,2-phenoxyaniline,c1ccc(cc1)Oc2ccccc2N,47,68404,http://www.alfa.com/en/GP100W.pgm?DSSTK=L05558,Alfa Aesar,2,45.8,47,1.2
3347,"3,4-dimethoxyphenylacetonitrile",COc1ccc(cc1OC)CC#N,64,60093,http://www.alfa.com/en/GP100W.pgm?DSSTK=A12003,Alfa Aesar,2,62.75,64,1.25
13786,o-chlorobenzonitrile,N#Cc1ccccc1Cl,45,12818,http://www.amazon.com/dp/B003XEQTLE,Aldrich Chemical Company; Aldrich Catalog-Handbook of Fine Chemicals; Milwaukee; WI; 1984.,3,45,46.3,1.3
